,listing_names,listing_prices,location,netm2,bedroom_number,building_floor_number,floor,heating_system,age,situation,seller,title_dead_status,credit,rent_income
124,KADIKÖY SÖĞÜTLÜ ÇEŞME CADDESİ ÜZERİNDE 100 M2 DÜKKAN,6500000,Osmanağa,85.0,1.0,4.0,Zemin Kat,Kombi (Doğalgaz),26-30,Kiracılı,Danışman,,Evet,0.0
125,KADIKÖY RIHTIM CADDESİ GİRİŞİNDE KİRACILI 200 M2 BİNA,12000000,Osmanağa,,,6.0,,Kombi (Doğalgaz),11-15,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
126,KADIKÖY ALTIYOL KUŞDİLİ CADDESİ ÜZERİNDE 220 M2 MAĞAZA,25000000,Osmanağa,187.0,2.0,4.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,,Evet,
127,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE 80 M2 DÜKKAN,4500000,Osmanağa,68.0,1.0,4.0,Zemin Kat,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
128,KADIKÖY SÖĞÜTLÜ ÇEŞME CADDESİ ÜZERİNDE KİRACILI 80 M2 MAĞAZA,8500000,Osmanağa,68.0,2.0,4.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,,Evet,
129,ALTIYOL SÖĞÜTLÜ ÇEŞME CADDESİ ÜZERİNDE KİRACILI 75 M2 MAĞAZA,20000000,Osmanağa,64.0,3.0,5.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,,Evet,
130,KADIKÖY SERASKER CADDESİ GİRİŞİNDE 140 M2 KOMPLE BİNA,12500000,Osmanağa,,,4.0,,Kombi (Doğalgaz),40,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
131,KADIKÖY SÖĞÜTLÜ ÇEŞME CADDESİ ÜZERİNDE 750 M2 BİNA,35000000,Osmanağa,,,3.0,,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
132,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE KİRACILI 150 M2 DÜKKAN,18750000,Osmanağa,128.0,1.0,4.0,Zemin Kat,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
133,kadıköy merkezde satılık 5 katlı komple bina,30000000,Osmanağa,,,,,,,,,Kat Mülkiyeti,Evet,
134,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE 25 M2 DÜKKAN,3750000,Osmanağa,22.0,1.0,4.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,,Evet,0.0
135,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE KİRACILI 25 M2 DÜKKAN,3250000,Osmanağa,22.0,1.0,5.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,,Evet,8000.0
136,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE 130 M2 DÜKKAN,6000000,Osmanağa,111.0,2.0,4.0,Zemin Kat,Klima,21-25,Kiracılı,Danışman,,Evet,0.0
137,KADIKÖY HALİTAĞA CADDESİ ÜZERİNDE 40 M2 DÜKKAN,6500000,Osmanağa,34.0,1.0,4.0,Zemin Kat,Kombi (Doğalgaz),26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
138,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE KİRACILI 1000M2 KOMPLE BİNA,25000000,Osmanağa,,,6.0,,Merkezi Sistem,16-20,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
139,KADIKÖY HALİTAĞA CADDESİ'NDE SATILIK BAHÇELİ MÜSTAKİL BİNA,35000000,Osmanağa,1160.0,,4.0,,Kombi (Doğalgaz),26-30,Mülk,Danışman,Kat Mülkiyeti,Evet,
140,İSTANBULDA SATILIK OTEL 1/3 HİSSE,6500000,Osmanağa,500.0,10.0,4.0,,,1,,Danışman,,Evet,
141,KADIKÖY SÖĞÜTLÜ ÇEŞME CADDESİNE PARALEL 180 M2 DÜKKAN,5000000,Osmanağa,153.0,3.0,4.0,Zemin Kat,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
142,KADIKÖY BAHARİYE CADDESİ GİRİŞİNDE 40 M2 DÜKKAN,4000000,Osmanağa,34.0,2.0,4.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
143,MERKEZİ KONUMDA 320 M2 DÜKKAN,10000000,Osmanağa,272.0,2.0,4.0,Zemin Kat,Kombi (Doğalgaz),26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
144,SATILIK ARAKAT DAİRE  ACIBADEM CADDESİ NE YAKIN  3+1  AÇIK OTOPA,3800000,Osmanağa,120.0,31.0,4.0,1,Kombi (Doğalgaz),40,Boş,Danışman,Kat Mülkiyeti,Hayır,
145,Kadıköy' de Satılık Turistik Otel,89000000,Osmanağa,,,,,,,,,,Evet,
146,MODA YOĞURTÇU PARKI CADDESİ ÜZERİNDE YATIRIMLIK DÜKKAN-MAĞAZA,23000000,Osmanağa,,3.0,,,Kombi (Doğalgaz),0,,,,Evet,0.0
147,KADIKÖY ALTIYOL'DA SATILIK 260m2 OFİS & BÜRO,9000000,Osmanağa,,6.0,6.0,5,Merkezi Sistem,26-30,,Danışman,Arsa Tapulu,Evet,
148,MALTEPE AĞAOĞLU NOUVEL SİTESİ'NDE 3+1 SATILIK DAİRE,6000000,Osmanağa,90.0,31.0,1020.0,3,Merkezi Sistem (Isı Payı Ölçer),,Boş,Danışman,,Evet,
149,AVANTAJLI KURUMSAL KİRACILI TİCARİ GAYRİMENKULLER,30000000,Osmanağa,,1.0,,,Yok,3,,,,Evet,0.0
150,Kadıköy Osmanağa Yoğurtcu Kavşağı Satılık 2+1 Ara Kat Daire,3750000,Osmanağa,80.0,21.0,5.0,4,Kombi (Doğalgaz),31-35,Kiracılı,Danışman,,Evet,4900.0
151,KADIKÖY RIHTIM'A YAKIN SATILIK OFİS & BÜRO,650000,Osmanağa,,1.0,6.0,6,Yok,31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
152,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE 80 M2 DÜKKAN,15000000,Osmanağa,68.0,1.0,4.0,Zemin Kat,Klima,21-25,,Danışman,Kat Mülkiyeti,Evet,
153,ANA CADDE ÜZERİNDE 1100 M2 DÜKKAN,70000000,Osmanağa,935.0,4.0,4.0,Zemin Kat,Kombi (Doğalgaz),0,,Danışman,Kat Mülkiyeti,Evet,
154,MERKEZİ KONUMDA KİRACILI 25 M2 DÜKKAN,1250000,Osmanağa,22.0,1.0,4.0,Zemin Kat,Klima,21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,3500.0
155,KADIKÖY'DE SATILIK 7 KATLI MÜKEMMEL KOMPLE BİNA,24500000,Osmanağa,,,7.0,,Kombi (Doğalgaz),11-15,Kiracılı,Danışman,,Hayır,
156,KADIKÖY RIHTIM'A YAKIN SATILIK 3+1 DAİRE,3450000,Osmanağa,130.0,31.0,,2,Kombi (Doğalgaz),31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
157,TURYAP GÖZETEPE DEN KADIKÖY EFES ÇARŞISINDA SATILIK OFİS BÜRO,850000,Osmanağa,,2.0,5.0,4,Kombi (Elektrikli),26-30,Kiracılı,,Kat İrtifakı,Evet,0.0
158,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE KİRACILI 240 M2 DÜKKAN,5500000,Osmanağa,204.0,2.0,4.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
159,"Kadıköy, Altıyol'da Tabela Değeri Yüksek Satılık 70 M2 İşyeri",10750000,Osmanağa,,1.0,4.0,1,Klima,36-40,Kiracılı,Danışman,,Hayır,
160,Amiral'den Kadıköy Altı Yolda Boğa Karşısında Satılık Ofis 12m2,749999,Osmanağa,,1.0,5.0,2,Merkezi Sistem (Isı Payı Ölçer),40,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
161,BAHARİYE'DE ALTINDA DÜKKAN OLAN BEŞ KATLI MÜSTAKİL BİNA,11000000,Osmanağa,,,,,,,,,,Evet,
162,"Kadıköy, Altıyolda Tabela Değeri Yüksek Satılık 70 M2 İşyeri",10750000,Osmanağa,,1.0,4.0,1,Klima,26-30,Kiracılı,Danışman,,Hayır,
163,KADIKÖY VİŞNE SOKAKTA 100 M2 SATILIK DÜKKAN,4000000,Osmanağa,,,,,Klima,,,,,Evet,0.0
164,KADIKÖY OSMANAĞA VİŞNE SOKAKTA İSKANLI 1+1SATILIK DAİRE,1750000,Osmanağa,65.0,11.0,3.0,Yüksek Giriş,Klima,31-35,Kiracılı,,,Evet,0.0
165,KADIKÖY ALTIYOL VIŞNE SOKAKTA 180 M2 SATILIK DÜKKAN & MAĞAZA,5700000,Osmanağa,,4.0,,,Kombi (Doğalgaz),,,,,Evet,0.0
166,KADIKÖY OSMANAĞA MERKEZDE CADDE ÜZERİNDE KİRACILI SATILIK BİNA,25000000,Osmanağa,,,5.0,,Kombi (Doğalgaz),11-15,,,,Evet,
167,KADIKÖY MERKEZ ANA CADDEDE KURUMSAL KİRACILI KOMPLE SATILIK BİNA,22000000,Osmanağa,,,5.0,,Kombi (Doğalgaz),21-25,,,,Evet,
168,KADIKÖY RIHTIM CAD. OTEL RUHSATLI SATILIK 88 M² ARSA,7200000,Osmanağa,,,,,,,,Danışman,Arsa Tapulu,Evet,
169,KADIKÖY RASİMPAŞA'DA 2+1 SATILIK DAİRE,2500000,Rasimpaşa,65.0,21.0,4.0,1,Kombi (Doğalgaz),31-35,Boş,,,Hayır,0.0
170,"KADIKÖY, RASİMPAŞA'DA SATILIK DÜKKAN",3750000,Rasimpaşa,55.0,1.0,,,Yok,,,,,Evet,0.0
171,KADIKÖY (Yeldeğirmeni) KARAKOLHANE CD.'de 80m2 SATILIK DÜKKAN..,6450000,Rasimpaşa,,3.0,,,Klima,,,,,Evet,0.0
172,KADIKÖY RIHTIM'DA SATILIK KOMPLE SIFIR BİNA,24000000,Rasimpaşa,640.0,,6.0,,Kombi (Doğalgaz),0,Boş,Danışman,,Evet,
173,MERKEZİ KONUMDA 120 M2 DÜKKAN,3000000,Rasimpaşa,102.0,2.0,4.0,Zemin Kat,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
174,ANA CADDE ÜZERİNDE KİRACILI 450 M2 KOMPLE BİNA,25000000,Rasimpaşa,,,3.0,,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
175,KADIKÖY YELDEĞİRMENİ CAFELER BÖLGESİNDE 30 M2 DÜKKAN,1500000,Rasimpaşa,26.0,1.0,4.0,Zemin Kat,Yok,26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
176,KADIKÖY HALİTAĞA CADDESİ ÜZERİNDE 165 M2 KÖŞK,3750000,Rasimpaşa,140.0,41.0,3.0,,Kombi (Doğalgaz),40,Kiracılı,Danışman,Müstakil Parsel,Evet,
177,KADIKÖY YELDEĞİRMENİ CAFELER BÖLGESİNDE 175 M2 DÜKKAN,4750000,Rasimpaşa,150.0,2.0,4.0,Zemin Kat,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
178,KADIKÖY KARAKOLHANE CADDESİ'NDE KOMPLE SATILIK BİNA,32000000,Rasimpaşa,,,7.0,,Kombi (Doğalgaz),26-30,Boş,Danışman,,Evet,
179,"Rasımpaşa'da ozel mobilyalı, bakımlı 3+1 satılık daire",3550000,Rasimpaşa,130.0,31.0,4.0,4,Kombi (Doğalgaz),31-35,Mülk,Danışman,Kat Mülkiyeti,Evet,15000.0
180,KADIKÖY (Yeldeğirmeni) KARAKOLHANE CD.'de 80m2 SATILIK DÜKKAN..,6450000,Rasimpaşa,80.0,3.0,4.0,Zemin Kat,Klima,36-40,Boş,Danışman,Kat Mülkiyeti,Evet,
181,MERKEZİ KONUMDA 20 M2 DÜKKAN,2000000,Rasimpaşa,17.0,1.0,4.0,Zemin Kat,Klima,26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
182,KADIKÖY RIHTIM'DA SATILIK KOMPLE SIFIR BİNA,24000000,Rasimpaşa,,,6.0,,,,Boş,Danışman,,Evet,
183,Kadıköy Rasimpaşa'da Özel Dekorlu Satılık Dükkan,1000000,Rasimpaşa,26.0,1.0,3.0,,Kombi (Doğalgaz),,,Danışman,Kat İrtifakı,Evet,0.0
184,KADIKÖY'DE 300m2 İSKANLI DEPOLU KİRACIL KÖŞE BİNA SATILIK DÜKKAN,4250000,Rasimpaşa,240.0,4.0,5.0,Giriş Katı,Klima,,,Danışman,,Evet,5500.0
185,KADIKÖY YELDEĞİRMENİ'NDE 5 KATLI SATILIK TARİHİ BİNA,14500000,Rasimpaşa,540.0,,5.0,,Yok,40,Boş,Danışman,,Evet,
186,KADIKÖY'DE SATILIK 2+1 DAİRE,2500000,Rasimpaşa,80.0,21.0,,1,Kombi (Doğalgaz),31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
187,ANA CADDE ÜZERİNDE 240 M2 DÜKKAN,5000000,Rasimpaşa,204.0,2.0,4.0,Zemin Kat,Kombi (Doğalgaz),6-10,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
188,KADIKÖY SÖĞÜTLÜ ÇEŞME CADDESİNE PARALEL 90 M2 DÜKKAN,2250000,Rasimpaşa,77.0,1.0,4.0,Zemin Kat,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
189,Kadıköy Söğütlüçeşme Yakın Katta Tek İş Hanında Ofis,3750000,Rasimpaşa,,5.0,4.0,3,Kombi (Doğalgaz),21-25,Kiracılı,,,Evet,0.0
190,KADIKÖY'DE 2.DERECE TARİHİ ESER SATILIK ARSA__TEK YETKİLİ'DEN,3250000,Rasimpaşa,,,,,,,,,Hisseli Tapu,Evet,
191,KADIKÖYDE 2.DERECE TARİHİ ESER SATILIK ARSA TEK YETKİLİDEN,3000000,Rasimpaşa,,,,,,,,,Müstakil Parsel,Evet,
192,Kadıköy Rıhtımı Gören 80 m2 Kısmi deniz manzaralı daire,2690000,Rasimpaşa,65.0,11.0,4.0,Kot 3,Kombi (Doğalgaz),31-35,Mülk,Danışman,Kat Mülkiyeti,Evet,14000.0
193,KADIKÖY'DE YATIRIMLIK ACİLL SATILIK 3 KATLI DÜKKAN,5300000,Rasimpaşa,,,,,,,,,,Hayır,0.0
194,NOVA'DAN YELDEĞİRMENİ'NDE YATIRIMLIK 2+1 FIRSAT DAİRE,2750000,Rasimpaşa,60.0,21.0,4.0,3,Kombi (Doğalgaz),26-30,,,Kat İrtifakı,Evet,0.0
195,NOVA 'DAN KADIKÖY RIHTIM YAKININDA SATILIK OFİS,2675000,Rasimpaşa,,3.0,,3,Kombi (Doğalgaz),26-30,,,Kat İrtifakı,Evet,0.0
196,"Koşuyolunda, Sıfır Binada, Deniz Ve Şehir Manzaralı 4+2",11000000,Koşuyolu,190.0,42.0,5.0,Çatı Katı,Kombi (Doğalgaz),0,Boş,,,Hayır,
197,KOŞUYOLU ANA CADDEYE PARALEL BAHÇELİ OTOPARKLI DUBLEKS EV,20000000,Koşuyolu,150.0,42.0,2.0,Müstakil,Kombi (Doğalgaz),31-35,Kiracılı,,,Evet,0.0
198,KOŞUYOLU MÜSTAKİLLERİNDE İSTER KONUT İSTER İŞYERİ,17000000,Koşuyolu,210.0,61.0,3.0,,Kombi (Doğalgaz),31-35,Kiracılı,,,Evet,0.0
199,Koşuyolu Merkezi Konumda 465 m2 4+2 Satılık Müstakil Bina,19350000,Koşuyolu,420.0,42.0,3.0,Müstakil,Klima,21-25,Mülk,,,Evet,0.0
200,KOŞUYOLU İBRAHİMAĞA HARİKA LOKASYON EMSALSİZ DÜKKAN,4200000,Koşuyolu,,2.0,,,Kombi (Doğalgaz),,,,,Evet,0.0
201,Koşuyolunda Merkezi Konumda 145 m2 Arsalı  Müstakil Bahçeli Bina,10500000,Koşuyolu,110.0,21.0,1.0,2,Kombi (Doğalgaz),31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
202,KOŞUYOLU İBRAHİMAĞA HARİKA LOKASYON EMSALSİZ DÜKKAN,4200000,Koşuyolu,110.0,2.0,5.0,Giriş Katı,Kombi (Doğalgaz),,Boş,,Kat İrtifakı,Evet,15000.0
203,Koşuyolunda Merkezi Konumda 450 m2  4+2 Müstakil Bina,19350000,Koşuyolu,420.0,42.0,3.0,Komple,Kombi (Doğalgaz),21-25,Mülk,Danışman,Kat İrtifakı,Evet,0.0
204,KOŞUYOLU MERKEZDE HER İŞ KOLUNA UYGUN MÜSTAKİL SATILIK,17000000,Koşuyolu,,,3.0,,Kombi (Doğalgaz),26-30,Kiracılı,,Kat Mülkiyeti,Evet,
205,NAUTILUS AVM KARŞISI GİRİŞKAT İÇERİSİ YAPILI 2+1 95m² DAİRE,3250000,Koşuyolu,90.0,21.0,4.0,Yüksek Giriş,Kombi (Doğalgaz),21-25,Kiracılı,,,Evet,0.0
206,ELYSİUM ELİT KOŞUYOLU'NDA 1+1 SÜPER LÜKS SATILIK RESİDENCE,9750000,Koşuyolu,60.0,11.0,6.0,3,Merkezi Sistem,4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
207,Koşuyolu Caddesi'ne Paralel Yatırımlık Müstakil Ev,14500000,Koşuyolu,350.0,10.0,5.0,Müstakil,Kombi (Doğalgaz),31-35,Mülk,Danışman,Arsa Tapulu,Hayır,0.0
208,"KOŞUYOLU'NDA EN GÜZEL KÖŞEDE, KÖŞE PARSEL OTOPARKLI VİLLA",17000000,Koşuyolu,260.0,71.0,3.0,Müstakil,Kombi (Doğalgaz),31-35,Boş,,,Evet,0.0
209,KOŞUYOLU SATILIK DUBLEX,13000000,Koşuyolu,120.0,21.0,2.0,Müstakil,Kombi (Doğalgaz),31-35,Kiracılı,,,Evet,0.0
210,KOŞUYOLU'NUN EN ÖZEL VİLLALARINDA BİRİ SATIŞA ÇIKTI KAÇIRMAYIN !,16000000,Koşuyolu,400.0,,,,,,,,,Evet,0.0
211,"KOŞUYOLU'NDA 304m2 bahçeli,kotlu güney cepheli Müstakil",22000000,Koşuyolu,,,,3,Kombi (Doğalgaz),,,,,Evet,0.0
212,SATILIK KOŞUYOLU MARMARİS BÜFE,255000,Koşuyolu,,,,,Kombi (Doğalgaz),6-10,,,,Hayır,
213,KOŞUYOLU CADDESİNE 2. BİNA 265M2 BAHÇELİ MÜSTAKİL,19000000,Koşuyolu,,,,,,,,,,Evet,0.0
214,MERT'TEN KOŞUYOLU MERKEZİ KONUMDA BAHÇELİ MÜSTAKİL EV,8860000,Koşuyolu,144.0,,1.0,,Kombi (Doğalgaz),31-35,Kiracılı,,,Evet,0.0
215,"KADIKÖY OFTON PROJESİNDE 155M2 3,5+1 RECİDANCE",18000000,Koşuyolu,122.0,31.0,1020.0,12,Klima,4,Boş,,,Evet,0.0
216,"KOŞUYOLU ELSYİUM ELİT OFTON PROJESİNDE 205M2 4,5+1 RECİDANCE",20000000,Koşuyolu,155.0,41.0,1020.0,7,Klima,4,Kiracılı,,,Evet,0.0
217,Koşuyolu Elysium Elit Ofton da Köşe 1+1 Full beyaz eşyalı,6250000,Koşuyolu,45.0,11.0,8.0,4,Klima,4,Kiracılı,,,Evet,0.0
218,KOŞUYOLU'NDA ÇİFT YOLA CEPHELİ OTOPARKLI 555m2 MÜSTAKİL,25000000,Koşuyolu,,,4.0,,Kombi (Doğalgaz),21-25,,,,Evet,
219,KOŞUYOLU'NDA SOKAK KÖŞESİ YENİ OTOPARKLI 380M2 MÜSTAKİL BAHÇELİ,27000000,Koşuyolu,,,,3,Kombi (Doğalgaz),,,,,Evet,0.0
220,KOŞUYOLU'NDA 512M2 ARSALI MÜSTAKİLİN 1/2 Sİ SATILIKTIR,9500000,Koşuyolu,256.0,,2.0,Müstakil,Kombi (Doğalgaz),31-35,Mülk,,,Evet,0.0
221,KOŞUYOLU IŞIKLARA YAKIN 282M2 BAHÇELİ KÖŞE MÜSTAKİL,15500000,Koşuyolu,,,,2,Kombi (Doğalgaz),,,,,Evet,0.0
222,KOŞUYOLU ANA CADDE ÜZERİNDE 200M2 SOKAK KÖŞESİ,11750000,Koşuyolu,,4.0,,,Kombi (Doğalgaz),,,,,Evet,0.0
223,KOŞUYOLU MEDİPOL HASTANESİ KARŞISI 100M2 3+1,3700000,Koşuyolu,88.0,31.0,4.0,4,Merkezi Sistem,31-35,Kiracılı,,,Evet,0.0
224,"GÖZTEPE ŞEHİR HASTANESİNE YAKIN,KOMBİLİ 3. KAT MASRAFSIZ .",3500000,Dumlupınar,115.0,31.0,6.0,3,Kombi (Doğalgaz),31-35,Kiracılı,,Kat İrtifakı,Evet,0.0
225,Fikirtepe Torkam Projesin de Ebeveyn Banyolu Satılık 2+1 Daire,4500000,Dumlupınar,80.0,21.0,20.0,3,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Evet,0.0
226,Fikirtepe Kiptaş Torkam Projesin de Satılık 2+1 Daire,4800000,Dumlupınar,80.0,21.0,20.0,13,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Evet,0.0
227,Fikirtepe Kiptaş Torkam projesin de Satılık 2+1 daire,4500000,Dumlupınar,80.0,21.0,20.0,5,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Evet,0.0
228,RESİM'DEN YENİTEPE KADIKÖY'DE 1+1 PEYZAJ CEPHELİ SATILIK DAİRE,3400000,Dumlupınar,45.0,11.0,20.0,6,Klima,3,Kiracılı,,,Evet,0.0
229,Fikirtepe Torkam Rezidans da Satılık 2+1,5000000,Dumlupınar,80.0,21.0,20.0,3,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Evet,0.0
230,Fikirtepe Torkam Projesinde Deniz Manzaralı,5250000,Dumlupınar,80.0,21.0,20.0,13,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Evet,0.0
231,Fikirtepe Torkam projesinde arakatta,4800000,Dumlupınar,80.0,21.0,20.0,5,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Evet,0.0
232,RESİM' DE NUHOĞLU KADIKÖY YENİTEPE 1+1 AKASYA MANZARALI DAİRE,3300000,Dumlupınar,45.0,11.0,20.0,20 ve üzeri,Klima,2,Kiracılı,,,Evet,0.0
233,GÖZTEPE HASTANE YAKINI GÜNEY CEPHE ARA KAT YENİ BİNA 112M2 3+1,4850000,Dumlupınar,80.0,31.0,8.0,6,Merkezi Sistem (Isı Payı Ölçer),4,,Danışman,Kat İrtifakı,Evet,0.0
234,GÖZTEPE METRO YANINDA PRESTİJLİ YENİ BİNADA 60M2 1+1,3000000,Dumlupınar,43.0,11.0,20.0,4,Merkezi Sistem (Isı Payı Ölçer),3,Kiracılı,Danışman,Kat Mülkiyeti,Evet,8000.0
235,Fikirtepe Torkam sitesinde 1+1 yeni bina oturulmamış,3500000,Dumlupınar,50.0,11.0,1020.0,11,Fancoil,1,Boş,,,Evet,0.0
236,BAYSAŞ İSTANBUL 216 1.ETAP 2+1 VATANDAŞLIĞA UYGUN FIRSAT DAİRE,4114000,Dumlupınar,70.0,21.0,20.0,14,Merkezi Sistem (Isı Payı Ölçer),6-10,Mülk,,,Evet,0.0
237,"NUHOĞLU YENİTEPE RESIDENCE, 1.ETAP, 1+1, 45m2 NET",3450000,Dumlupınar,45.0,11.0,20.0,6,Klima,4,Kiracılı,,,Evet,0.0
238,"TEKNİK YAPI UPLİFE, TAPUSU HAZIR, 3/2 HİSSESİ SATILIK, 1+1",1725000,Dumlupınar,45.0,11.0,20.0,20 ve üzeri,Klima,0,Boş,,,Hayır,0.0
239,KADIKÖY FİKİRTEPE BAYSAŞ 216 1.ETAP DA 2+1 SATILIK DAİRE,4250000,Dumlupınar,65.0,,,,,,,,,Evet,0.0
240,Fikirtepe'de hızlı değer artışına sahip Teknik Yapı Uplife 1+1,2575000,Dumlupınar,40.0,,,,,,,,,Evet,0.0
241,ARTVİN EMLAK'TAN GÖZTEPE HASTANESİ VE PAZAR GİRİŞİ 40M2,5750000,Dumlupınar,,1.0,,,Merkezi Sistem,,,,,Evet,0.0
242,Göztepe Şehir Hastanesi Yakınında 2+1 Balkonlu,3350000,Dumlupınar,80.0,21.0,9.0,1,Kombi (Doğalgaz),4,Boş,Danışman,Kat İrtifakı,Evet,
243,KADIKÖY EVİNPARK RESIDENCE SATILIK DENİZ MANZARALI 2+1 DAİRE,4350000,Fikirtepe,66.0,21.0,20.0,10,Klima,2,Mülk,,,Evet,0.0
244,ALYA LİFE RESİDENCE PROJESİNDE 1+1 BOŞ OTURUMA HAZIR 71 m2,3370000,Fikirtepe,43.0,11.0,1020.0,10,Merkezi Sistem (Isı Payı Ölçer),4,Boş,,,Evet,0.0
245,Yenitepe Evim Kadıköy Residence Yüzme Havuz Güvenlik Satılık 2+1,4700000,Fikirtepe,88.0,21.0,20.0,5,Merkezi Sistem (Isı Payı Ölçer),6-10,Kiracılı,,,Evet,0.0
246,Kadıköy Fikirtepe'de Satılık Rezidans,4190000,Fikirtepe,62.0,21.0,20.0,19,Klima,4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,10000.0
247,Kadıköy Fikirtepe'de Satılık Rezidans,3190000,Fikirtepe,43.0,11.0,20.0,18,Klima,4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,7500.0
248,Fikirtepe Alyalife Projesinde Satılık Geniş Balkonlu geniş 3+1,8500000,Fikirtepe,140.0,31.0,20.0,6,Klima,4,Boş,,,Evet,0.0
249,Fikirtepe Şua'da Ebeveyn Banyolu Kapalı Mutfak 92 m2 net Boş,6400000,Fikirtepe,92.0,21.0,20.0,12,Merkezi Sistem (Isı Payı Ölçer),3,Boş,,,Evet,0.0
250,Fikirtepe Şua'da Hiç Kullanılmamış Net 92 m2 Kapalı Mutfak Boş,6550000,Fikirtepe,92.0,21.0,20.0,14,Merkezi Sistem (Isı Payı Ölçer),3,Boş,,,Evet,0.0
251,Sea View 3+1 Investment in Kadıköy *TURKISH CITIZENSHIP,7250000,Fikirtepe,137.0,31.0,20.0,14,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,Kat İrtifakı,Evet,0.0
